2.005605e+002,7.898868e-003
2.024890e+002,9.120768e-003
2.044175e+002,2.184062e-002
2.063459e+002,3.238811e-002
2.082744e+002,3.247118e-002
2.102029e+002,3.605293e-002
2.121313e+002,4.647109e-002
2.140598e+002,5.890028e-002
2.159883e+002,6.927184e-002
2.179167e+002,7.807973e-002
2.198452e+002,8.415142e-002
2.217737e+002,9.154589e-002
2.237021e+002,1.002676e-001
2.256306e+002,1.044061e-001
2.275591e+002,1.104350e-001
2.294875e+002,1.224173e-001
2.314160e+002,1.323339e-001
2.333445e+002,1.432919e-001
2.352729e+002,1.522214e-001
2.372014e+002,1.610968e-001
2.391299e+002,1.693392e-001
2.410583e+002,1.774436e-001
2.429868e+002,1.846336e-001
2.449153e+002,1.891088e-001
2.468437e+002,1.907109e-001
2.487722e+002,2.000470e-001
2.507007e+002,2.127668e-001
2.526291e+002,2.061851e-001
2.545576e+002,2.042486e-001
2.564861e+002,2.206932e-001
2.584145e+002,2.295636e-001
2.603430e+002,2.378819e-001
2.622715e+002,2.464608e-001
2.641999e+002,2.567392e-001
2.661284e+002,2.692249e-001
2.680569e+002,2.859677e-001
2.699853e+002,2.970290e-001
2.719138e+002,3.050626e-001
2.738423e+002,3.120904e-001
2.757707e+002,3.119042e-001
2.776992e+002,3.013605e-001
2.796277e+002,3.044701e-001
2.815561e+002,3.123309e-001
2.834846e+002,3.200183e-001
2.854131e+002,3.334610e-001
2.873415e+002,3.368189e-001
2.892700e+002,3.346836e-001
2.911985e+002,3.390662e-001
2.931269e+002,3.461729e-001
2.950554e+002,3.496259e-001
2.969839e+002,3.529117e-001
2.989123e+002,3.557761e-001
3.008408e+002,3.475710e-001
3.027692e+002,3.372467e-001
3.046977e+002,3.502612e-001
3.066262e+002,3.609300e-001
3.085546e+002,3.647050e-001
3.104831e+002,3.659513e-001
3.124116e+002,3.650068e-001
3.143400e+002,3.652839e-001
3.162685e+002,3.695781e-001
3.181970e+002,3.742688e-001
3.201254e+002,3.841358e-001
3.220539e+002,3.920279e-001
3.239824e+002,3.972176e-001
3.259108e+002,4.051657e-001
3.278393e+002,4.117523e-001
3.297678e+002,4.245481e-001
3.316962e+002,4.308068e-001
3.336247e+002,4.310815e-001
3.355532e+002,4.322193e-001
3.374816e+002,4.357217e-001
3.394101e+002,4.368664e-001
3.413386e+002,4.351056e-001
3.432670e+002,4.337408e-001
3.451955e+002,4.327058e-001
3.471240e+002,4.316933e-001
3.490524e+002,4.283478e-001
3.509809e+002,4.252276e-001
3.529094e+002,4.236674e-001
3.548378e+002,4.233403e-001
3.567663e+002,4.227179e-001
3.586948e+002,4.198064e-001
3.606232e+002,4.177071e-001
3.625517e+002,4.162735e-001
3.644802e+002,4.177897e-001
3.664086e+002,4.183033e-001
3.683371e+002,4.165583e-001
3.702656e+002,4.153476e-001
3.721940e+002,4.175174e-001
3.741225e+002,4.160874e-001
3.760510e+002,4.206437e-001
3.779794e+002,4.308381e-001
3.799079e+002,4.424524e-001
3.818364e+002,4.557680e-001
3.837648e+002,4.723155e-001
3.856933e+002,4.942886e-001
3.876218e+002,5.110758e-001
3.895502e+002,5.192720e-001
3.914787e+002,5.199030e-001
3.934072e+002,5.119377e-001
3.953356e+002,5.101643e-001
3.972641e+002,5.174530e-001
3.991925e+002,5.338889e-001
4.011210e+002,5.648378e-001
4.030495e+002,6.010489e-001
4.049779e+002,6.231407e-001
4.069064e+002,6.322372e-001
4.088349e+002,6.364939e-001
4.107633e+002,6.400908e-001
4.126918e+002,6.434755e-001
4.146203e+002,6.482053e-001
4.165487e+002,6.521892e-001
4.184772e+002,6.564587e-001
4.204057e+002,6.630421e-001
4.223341e+002,6.725910e-001
4.242626e+002,6.808981e-001
4.261911e+002,6.937846e-001
4.281195e+002,7.018091e-001
4.300480e+002,7.117744e-001
4.319764e+002,7.228733e-001
4.339049e+002,7.355038e-001
4.358334e+002,7.508067e-001
