2.005605e+002,1.163446e-002
2.024890e+002,1.188352e-002
2.044175e+002,1.332323e-002
2.063459e+002,1.983570e-002
2.082744e+002,2.727414e-002
2.102029e+002,3.528636e-002
2.121313e+002,3.888766e-002
2.140598e+002,3.789835e-002
2.159883e+002,4.263793e-002
2.179167e+002,5.513711e-002
2.198452e+002,6.327605e-002
2.217737e+002,6.572418e-002
2.237021e+002,7.294470e-002
2.256306e+002,7.969292e-002
2.275591e+002,8.431823e-002
2.294875e+002,9.294616e-002
2.314160e+002,1.014450e-001
2.333445e+002,1.100990e-001
2.352729e+002,1.198999e-001
2.372014e+002,1.259674e-001
2.391299e+002,1.333797e-001
2.410583e+002,1.401583e-001
2.429868e+002,1.446974e-001
2.449153e+002,1.457247e-001
2.468437e+002,1.472158e-001
2.487722e+002,1.535047e-001
2.507007e+002,1.637632e-001
2.526291e+002,1.616194e-001
2.545576e+002,1.635228e-001
2.564861e+002,1.794592e-001
2.584145e+002,1.874531e-001
2.603430e+002,1.949854e-001
2.622715e+002,2.012318e-001
2.641999e+002,2.059201e-001
2.661284e+002,2.088898e-001
2.680569e+002,2.156803e-001
2.699853e+002,2.211941e-001
2.719138e+002,2.266076e-001
2.738423e+002,2.297963e-001
2.757707e+002,2.276471e-001
2.776992e+002,2.206641e-001
2.796277e+002,2.251635e-001
2.815561e+002,2.312530e-001
2.834846e+002,2.381538e-001
2.854131e+002,2.464532e-001
2.873415e+002,2.482786e-001
2.892700e+002,2.488917e-001
2.911985e+002,2.581379e-001
2.931269e+002,2.666920e-001
2.950554e+002,2.695259e-001
2.969839e+002,2.714772e-001
2.989123e+002,2.750959e-001
3.008408e+002,2.702573e-001
3.027692e+002,2.621172e-001
3.046977e+002,2.800939e-001
3.066262e+002,2.931831e-001
3.085546e+002,2.940067e-001
3.104831e+002,2.973543e-001
3.124116e+002,3.014718e-001
3.143400e+002,3.029364e-001
3.162685e+002,3.074656e-001
3.181970e+002,3.140380e-001
3.201254e+002,3.187869e-001
3.220539e+002,3.167887e-001
3.239824e+002,3.173081e-001
3.259108e+002,3.229623e-001
3.278393e+002,3.256488e-001
3.297678e+002,3.375235e-001
3.316962e+002,3.471473e-001
3.336247e+002,3.493559e-001
3.355532e+002,3.538621e-001
3.374816e+002,3.621946e-001
3.394101e+002,3.677041e-001
3.413386e+002,3.727518e-001
3.432670e+002,3.792807e-001
3.451955e+002,3.861327e-001
3.471240e+002,3.891545e-001
3.490524e+002,3.862531e-001
3.509809e+002,3.876756e-001
3.529094e+002,3.977141e-001
3.548378e+002,4.069565e-001
3.567663e+002,4.127674e-001
3.586948e+002,4.179942e-001
3.606232e+002,4.239562e-001
3.625517e+002,4.284247e-001
3.644802e+002,4.333296e-001
3.664086e+002,4.391911e-001
3.683371e+002,4.429365e-001
